"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log1p_avg_calcified","log1p_avg_controls"
"226","BGN",2.32399562811091e-128,0.646784483098875,0.532,0.483,5.91898446523568e-124,1.76517848480142,2.21349532569133
"227","BHLHE40",0,2.04746948181977,0.368,0.051,0,0.283261121905909,1.70245882051181
"228","BICC1",2.71871246891342e-76,-0.53289629581678,0.142,0.242,6.92428878707558e-72,1.29601007543262,0.926634510456374
"229","BICD1",1.16062552536879e-150,-0.402088909399087,0.149,0.306,2.95599715056178e-146,1.18541888829895,0.90671209441455
"230","BICRAL",2.58468962667184e-204,-0.483654970922987,0.113,0.281,6.5829460101705e-200,1.08127982419275,0.746035744733678
"231","BIRC2",3.9475618193768e-18,0.507695413901328,0.103,0.077,1.00540451977708e-13,0.346966789894354,0.698874434623274
"232","BIRC3",0,1.24547502319371,0.15,0.018,0,0.123557179095347,0.986854679879901
"233","BMPR1A",1.52042793970075e-170,-0.432824927046291,0.248,0.453,3.87237791962385e-166,1.63401224945276,1.33400087159456
"234","BMPR1B",1.66506365402376e-202,-0.670639224486366,0.094,0.244,4.24075062043311e-198,1.12852981024951,0.663678122623872
"235","BMPR2",1.83940238279098e-193,0.878471479786685,0.571,0.515,4.68477392873033e-189,1.820352206897,2.42926223631346
"236","BNC2",5.66433700289941e-32,-0.333798141586412,0.231,0.314,1.44264999126845e-27,1.51837597610334,1.28700473538657
"237","BNIP3L",1.03544540289733e-83,-0.261203242129085,0.093,0.185,2.63717589663921e-79,0.829744635646956,0.648692344812065
"238","BOC",2.56461219735368e-88,-0.389942770362155,0.037,0.101,6.53181080544009e-84,0.570422815679456,0.300135083823194
"239","BOD1L1",4.413179518044e-124,-0.305037224166275,0.074,0.18,1.12399269145063e-119,0.749277273937012,0.537841582040326
"240","BPTF",3.77568356928623e-193,-0.435888747110774,0.191,0.395,9.61628848261509e-189,1.40366721695031,1.10153216085267
"241","BRAF",1.81259998472945e-09,0.42020393872592,0.358,0.395,4.61651090110743e-05,1.39142308484167,1.68268626022973
"242","BRD4",0.904759282151186,0.354305347063181,0.227,0.262,1,0.979613114120438,1.22519886649459
"243","BRI3",2.54022518879788e-94,-0.257698946856758,0.066,0.151,6.46969953334932e-90,0.679299907578851,0.500676609131824
"244","BRWD3",3.14066355964405e-121,-0.305806419827762,0.079,0.186,7.99895602005743e-117,0.784355725082597,0.572386867381853
"245","BTAF1",0.109266167388953,0.4560844328947,0.187,0.204,1,0.767004774557068,1.08313841331531
"246","BTBD10",6.95980277544189e-102,-0.254483935620652,0.051,0.132,1.77259216887729e-97,0.573180624449051,0.396785801975799
"247","BTG1",1.01836741071627e-39,0.610891955229331,0.148,0.102,2.59367995835326e-35,0.520628052530822,0.944066088924786
"248","BTG2",0,1.37594497921521,0.316,0.12,0,0.619741297529139,1.57347368047777
"249","C11orf80",1.90373261378417e-137,-0.358808319082738,0.06,0.162,4.84861659404691e-133,0.688100832548131,0.439393857814478
"250","C11orf96",0,1.05525495086711,0.631,0.478,0,1.72092319552744,2.45237018949291
"251","C12orf75",1.08686842905081e-98,-0.25991517100139,0.078,0.172,2.76814520194951e-94,0.762868053055694,0.582708585091325
"252","C15orf41",5.84411983769881e-204,-0.532102809934024,0.071,0.21,1.48843888146351e-199,0.874170044297187,0.505344481823394
"253","C16orf45",1.118598289499e-135,-0.340378098106264,0.082,0.197,2.848957983525e-131,0.809071704530255,0.573139585503542
"254","C16orf72",0.866792974908955,0.286087330176976,0.107,0.114,1,0.51102219290334,0.709322819209434
"255","C1orf21",2.6605462768889e-47,-0.252186578031218,0.084,0.146,6.77614531260834e-43,0.775189364212544,0.600386948675145
"256","C1QTNF1",0.000109809193976395,0.354418983736043,0.125,0.116,1,0.590481021346883,0.836145540660442
"257","C1QTNF7",0,-0.790276818772924,0.021,0.162,0,0.726660584322338,0.178882435528002
"258","C1R",3.93442662017515e-70,-0.267206282125964,0.131,0.228,1.00205911589241e-65,1.07226314641747,0.887049865333951
"259","C20orf194",7.84833240512952e-250,-0.553986020341383,0.16,0.372,1.99889178026244e-245,1.33477185136858,0.950778003299333
"260","C2CD4B",0,1.75525549508461,0.208,0.002,0,0.0114106232418422,1.22806102082209
"261","C3",3.37765732041684e-27,0.820901388604168,0.155,0.118,8.60255542936964e-23,0.688834832597218,1.25784031562594
"262","C6orf62",0.151337195519453,0.337297542284955,0.12,0.122,1,0.557094689931221,0.790891530375836
"263","C7",1.02428259737783e-282,-1.03156741451719,0.091,0.268,2.6087453472616e-278,1.40056382952886,0.685535784598753
"264","C8orf34",4.08210826519631e-146,-0.615480805083352,0.05,0.149,1.03967215406285e-141,0.844086974351925,0.417468189619635
"265","C9orf3",7.19040128382694e-130,-0.43050760615995,0.452,0.635,1.83132330297788e-125,2.26020866532708,1.9618035319077
"266","C9orf85",7.50600890727803e-208,-0.494078533495034,0.041,0.161,1.91170540859464e-203,0.670143411785677,0.327674269318401
"267","CAB39L",2.47978290696662e-119,-0.346173400584861,0.065,0.163,6.31575908575328e-115,0.73914900312505,0.499199886524802
